organisms.Eukaryota.Opisthokonta.Fungi.Blastocladiomycota.Blastocladiomycetes.Blastocladiales.Catenariaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Chytridiomycota.Chytridiomycetes.Chytridiales.Chytriomycetaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Chytridiomycota.Chytridiomycetes.Rhizophydiales.Rhizophydialessedis,10
organisms.Eukaryota.Opisthokonta.Fungi.Chytridiomycota.Monoblepharidomycetes.Monoblepharidales.Gonapodyaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Cryptomycota,1
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.Ascomycotasedis,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Dothideomycetessedis,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Dothideomycetessedis.Aulographaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Dothideomycetessedis.Botryosphaeriales.Aplosporellaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Dothideomycetessedis.Botryosphaeriales.Saccharataceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Dothideomycetessedis.Microthyriales.Microthyriaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Dothideomycetessedis.Patellariales.Patellariaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Dothideomycetessedis.Pseudoperisporiaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Dothideomycetidae.Capnodiales,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Dothideomycetidae.Capnodiales.Capnodiaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Dothideomycetidae.Capnodiales.Cladosporiaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Dothideomycetidae.Capnodiales.Mycosphaerellaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Dothideomycetidae.Capnodiales.Mycosphaerellaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Dothideomycetidae.Capnodiales.Teratosphaeriaceae,7
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Dothideomycetidae.Dothideales.Saccotheciaceae,7
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Hysteriales.Hysteriaceae,7
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Hysteriales.Hysteriaceae,7
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Mytilinidiales.Argynnaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Mytilinidiales.Mytilinidiaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporales.Amniculicolaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporales.Diademaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporales.Lindgomycetaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporales.Lophiostomataceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporales.Massarineae.Didymosphaeriaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporales.Massarineae.Didymosphaeriaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporales.Massarineae.Lentitheciaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporales.Massarineae.Massarinaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporales.Massarineae.Massarinaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporales.Pleomassariaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporales.Pleosporalessedis,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporales.Pleosporineae.Cucurbitariaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporales.Pleosporineae.Leptosphaeriaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporales.Pleosporineae.Pleosporaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporales.Pleosporineae.Pleosporaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporales.Pleosporineae.Pleosporaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporales.Sporormiaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporales.Tetraplosphaeriaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporomycetidaesedis.Gloniaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.dothideomyceta.Dothideomycetes.Pleosporomycetidae.Pleosporomycetidaesedis.Gloniaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.Eurotiomycetes.Eurotiomycetidae.Eurotiales.Aspergillaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.Eurotiomycetes.Eurotiomycetidae.Onygenales.Ajellomycetaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.Eurotiomycetes.Eurotiomycetidae.Onygenales.Arthrodermataceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.Eurotiomycetes.Eurotiomycetidae.Onygenales.Arthrodermataceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.Eurotiomycetes.Eurotiomycetidae.Onygenales.Gymnoascaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.Lecanoromycetes.OSLEUM clade.Lecanoromycetidae.Lecanorales.Lecanorineae.Cladoniaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.sordariomyceta.Leotiomycetes.Helotiales.Helotiaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.sordariomyceta.Leotiomycetes.Helotiales.Helotiaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.sordariomyceta.Leotiomycetes.Helotiales.Helotiaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.sordariomyceta.Leotiomycetes.Helotiales.Helotiaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.sordariomyceta.Leotiomycetes.Helotiales.Helotiaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.sordariomyceta.Leotiomycetes.Helotiales.Helotialessedis,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.sordariomyceta.Leotiomycetes.Helotiales.Helotialessedis,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.sordariomyceta.Leotiomycetes.Helotiales.Loramycetaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.sordariomyceta.Leotiomycetes.Helotiales.Rutstroemiaceae,10
organisms.Eukaryota.Opisthokonta.Fungi.Dikarya.Ascomycota.saccharomyceta.Pezizomycotina.leotiomyceta.sordariomyceta.Leotiomycetes.Helotiales.Sclerotiniaceae,10
